"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr5",15018091,15018474,384,"*","ZF27_neurog2_peak_828",27,".",4.95081,6.54091,2.73004,146,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",14524,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15018835,15019718,884,"*","ZF27_neurog2_peak_829",38,".",5.65807,7.82968,3.87359,740,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",13280,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15027716,15028000,285,"*","ZF27_neurog2_peak_830",27,".",4.95081,6.54091,2.73004,49,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",4998,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15035286,15036426,1141,"*","ZF27_neurog2_peak_831",50,".",6.36532,9.16908,5.09929,547,"Promoter (2-3kb)",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-2288,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15037028,15037392,365,"*","ZF27_neurog2_peak_832",50,".",6.36532,9.16908,5.09929,299,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-4030,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15038499,15039022,524,"*","ZF27_neurog2_peak_833",38,".",5.65807,7.82968,3.87359,42,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-5501,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15041550,15043292,1743,"*","ZF27_neurog2_peak_834",91,".",8.4871,13.4432,9.14962,622,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-8552,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15043734,15044001,268,"*","ZF27_neurog2_peak_835",38,".",5.65807,7.82968,3.87359,94,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-10736,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15051628,15052011,384,"*","ZF27_neurog2_peak_836",77,".",7.77984,11.9797,7.74668,142,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-18630,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15053193,15053880,688,"*","ZF27_neurog2_peak_837",77,".",7.77984,11.9797,7.74668,243,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-20195,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15054199,15054642,444,"*","ZF27_neurog2_peak_838",38,".",5.65807,7.82968,3.87359,81,"Distal Intergenic",5,15028950,15032998,4049,2,"66773","ENSMUST00000167908.1",-21201,"ENSMUSG00000091897","Gm17019","predicted gene 17019"
"chr5",15462270,15462741,472,"*","ZF27_neurog2_peak_839",50,".",6.36532,9.16908,5.09929,275,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",66481,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15464034,15464417,384,"*","ZF27_neurog2_peak_840",38,".",5.65807,7.82968,3.87359,350,"Exon (ENSMUST00000196145.4/ENSMUST00000196145.4, exon 1 of 3)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",64805,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15464858,15465190,333,"*","ZF27_neurog2_peak_841",27,".",4.95081,6.54091,2.73004,266,"Intron (ENSMUST00000196145.4/ENSMUST00000196145.4, intron 1 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",64032,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15468623,15469015,393,"*","ZF27_neurog2_peak_842",63,".",7.07258,10.5539,6.39365,339,"Intron (ENSMUST00000196145.4/ENSMUST00000196145.4, intron 1 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",60207,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15470125,15470489,365,"*","ZF27_neurog2_peak_843",27,".",4.95081,6.54091,2.73004,233,"Exon (ENSMUST00000197796.1/ENSMUST00000197796.1, exon 1 of 3)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",58733,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15470999,15471246,248,"*","ZF27_neurog2_peak_844",38,".",5.65807,7.82968,3.87359,194,"Intron (ENSMUST00000196145.4/ENSMUST00000196145.4, intron 1 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",57976,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15472506,15473065,560,"*","ZF27_neurog2_peak_845",63,".",7.07258,10.5539,6.39365,91,"Exon (ENSMUST00000196145.4/ENSMUST00000196145.4, exon 2 of 3)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",56157,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15473416,15473879,464,"*","ZF27_neurog2_peak_846",50,".",6.36532,9.16908,5.09929,217,"Exon (ENSMUST00000197995.1/ENSMUST00000197995.1, exon 3 of 5)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",55343,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15477749,15478060,312,"*","ZF27_neurog2_peak_847",50,".",6.36532,9.16908,5.09929,283,"Intron (ENSMUST00000197796.1/ENSMUST00000197796.1, intron 2 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",51162,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15478772,15479043,272,"*","ZF27_neurog2_peak_848",38,".",5.65807,7.82968,3.87359,262,"Exon (ENSMUST00000197796.1/ENSMUST00000197796.1, exon 3 of 3)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",50179,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15479898,15480387,490,"*","ZF27_neurog2_peak_849",63,".",7.07258,10.5539,6.39365,227,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",48835,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15481388,15481800,413,"*","ZF27_neurog2_peak_850",136,".",10.6089,18.0313,13.6208,220,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",47422,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15486045,15486886,842,"*","ZF27_neurog2_peak_851",27,".",4.95081,6.54091,2.73004,324,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",42336,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15509657,15510439,783,"*","ZF27_neurog2_peak_852",50,".",6.36532,9.16908,5.09929,335,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",18783,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15510714,15511113,400,"*","ZF27_neurog2_peak_853",63,".",7.07258,10.5539,6.39365,105,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",18109,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15513111,15513552,442,"*","ZF27_neurog2_peak_854",77,".",7.77984,11.9797,7.74668,311,"Distal Intergenic",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",15670,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15516570,15517101,532,"*","ZF27_neurog2_peak_855",91,".",8.4871,13.4432,9.14962,479,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 1 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",12121,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15528792,15529718,927,"*","ZF27_neurog2_peak_856",63,".",7.07258,10.5539,6.39365,301,"Promoter (<=1kb)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",0,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15530478,15530791,314,"*","ZF27_neurog2_peak_857",91,".",8.4871,13.4432,9.14962,201,"Promoter (1-2kb)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",-1256,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15550170,15550602,433,"*","ZF27_neurog2_peak_858",38,".",5.65807,7.82968,3.87359,220,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",-20948,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15551065,15551487,423,"*","ZF27_neurog2_peak_859",38,".",5.65807,7.82968,3.87359,176,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15524456,15529222,4767,2,"100861755","ENSMUST00000196384.1",-21843,"ENSMUSG00000106445","Gm21190","predicted gene, 21190"
"chr5",15555026,15555381,356,"*","ZF27_neurog2_peak_860",16,".",4.24355,5.30939,1.68841,62,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",-21952,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15574832,15575107,276,"*","ZF27_neurog2_peak_861",27,".",4.95081,6.54091,2.73004,37,"Promoter (2-3kb)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",-2226,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15580104,15580428,325,"*","ZF27_neurog2_peak_862",27,".",4.95081,6.54091,2.73004,159,"Promoter (2-3kb)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",2771,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15580811,15581488,678,"*","ZF27_neurog2_peak_863",50,".",6.36532,9.16908,5.09929,293,"Exon (ENSMUST00000188807.3/105242399, exon 4 of 5)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",3478,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15582308,15582876,569,"*","ZF27_neurog2_peak_864",77,".",7.77984,11.9797,7.74668,91,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",4975,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15585279,15586107,829,"*","ZF27_neurog2_peak_865",27,".",4.95081,6.54091,2.73004,530,"Exon (ENSMUST00000197277.1/ENSMUST00000197277.1, exon 3 of 6)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",7946,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15589793,15590151,359,"*","ZF27_neurog2_peak_866",27,".",4.95081,6.54091,2.73004,179,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",12460,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15592038,15592459,422,"*","ZF27_neurog2_peak_867",27,".",4.95081,6.54091,2.73004,176,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",14705,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15596323,15596581,259,"*","ZF27_neurog2_peak_868",38,".",5.65807,7.82968,3.87359,68,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15577333,15582078,4746,1,"105242399","ENSMUST00000188807.3",18990,"ENSMUSG00000096878","Gm21083","predicted gene, 21083"
"chr5",15601084,15601736,653,"*","ZF27_neurog2_peak_869",50,".",6.36532,9.16908,5.09929,287,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-17328,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15605713,15605991,279,"*","ZF27_neurog2_peak_870",27,".",4.95081,6.54091,2.73004,49,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-13073,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15606327,15607077,751,"*","ZF27_neurog2_peak_871",27,".",4.95081,6.54091,2.73004,496,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-11987,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15608787,15609456,670,"*","ZF27_neurog2_peak_872",50,".",6.36532,9.16908,5.09929,551,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-9608,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15613821,15614267,447,"*","ZF27_neurog2_peak_873",77,".",7.77984,11.9797,7.74668,172,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-4797,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15616536,15616858,323,"*","ZF27_neurog2_peak_874",38,".",5.65807,7.82968,3.87359,78,"Promoter (2-3kb)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-2206,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15617763,15618402,640,"*","ZF27_neurog2_peak_875",50,".",6.36532,9.16908,5.09929,68,"Promoter (<=1kb)",5,15619064,15623864,4801,1,"360220","ENSMUST00000095006.8",-662,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15622894,15623277,384,"*","ZF27_neurog2_peak_876",38,".",5.65807,7.82968,3.87359,9,"Promoter (2-3kb)",5,15620162,15623611,3450,1,"360220","ENSMUST00000119100.1",2732,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15625769,15626352,584,"*","ZF27_neurog2_peak_877",50,".",6.36532,9.16908,5.09929,133,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15620162,15623611,3450,1,"360220","ENSMUST00000119100.1",5607,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15627099,15627401,303,"*","ZF27_neurog2_peak_878",16,".",4.24355,5.30939,1.68841,3,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15620162,15623611,3450,1,"360220","ENSMUST00000119100.1",6937,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15633663,15633974,312,"*","ZF27_neurog2_peak_879",38,".",5.65807,7.82968,3.87359,49,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15620162,15623611,3450,1,"360220","ENSMUST00000119100.1",13501,"ENSMUSG00000070933","Speer4d","spermatogenesis associated glutamate (E)-rich protein 4D"
"chr5",15640840,15641533,694,"*","ZF27_neurog2_peak_880",63,".",7.07258,10.5539,6.39365,241,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",15526,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15642296,15642883,588,"*","ZF27_neurog2_peak_881",27,".",4.95081,6.54091,2.73004,244,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",14176,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15643719,15644487,769,"*","ZF27_neurog2_peak_882",38,".",5.65807,7.82968,3.87359,550,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",12572,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15645552,15646111,560,"*","ZF27_neurog2_peak_883",38,".",5.65807,7.82968,3.87359,478,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",10948,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15650125,15650377,253,"*","ZF27_neurog2_peak_884",63,".",7.07258,10.5539,6.39365,126,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",6682,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15652866,15653420,555,"*","ZF27_neurog2_peak_885",50,".",6.36532,9.16908,5.09929,323,"Intron (ENSMUST00000178227.5/ENSMUST00000178227.5, intron 2 of 2)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",3639,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15655160,15656003,844,"*","ZF27_neurog2_peak_886",27,".",4.95081,6.54091,2.73004,273,"Promoter (1-2kb)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",1056,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15659583,15660882,1300,"*","ZF27_neurog2_peak_887",63,".",7.07258,10.5539,6.39365,57,"Promoter (2-3kb)",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",-2524,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15662746,15663093,348,"*","ZF27_neurog2_peak_888",38,".",5.65807,7.82968,3.87359,229,"Distal Intergenic",5,15652286,15657059,4774,2,"381715","ENSMUST00000092696.4",-5687,"ENSMUSG00000069720","4930572O03Rik","spermatogenesis associated glutamate (E)-rich protein pseudogene"
"chr5",15670954,15671731,778,"*","ZF27_neurog2_peak_889",50,".",6.36532,9.16908,5.09929,421,"Distal Intergenic",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",-8979,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15674598,15674910,313,"*","ZF27_neurog2_peak_890",50,".",6.36532,9.16908,5.09929,110,"Distal Intergenic",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",-5800,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15678106,15678505,400,"*","ZF27_neurog2_peak_891",50,".",6.36532,9.16908,5.09929,222,"Promoter (2-3kb)",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",-2205,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15680776,15681387,612,"*","ZF27_neurog2_peak_892",91,".",8.4871,13.4432,9.14962,154,"Promoter (<=1kb)",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",66,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15689798,15690770,973,"*","ZF27_neurog2_peak_893",136,".",10.6089,18.0313,13.6208,706,"Intron (ENSMUST00000162113.1/75858, intron 1 of 4)",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",9088,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15692352,15693766,1415,"*","ZF27_neurog2_peak_894",91,".",8.4871,13.4432,9.14962,1181,"Intron (ENSMUST00000162113.1/75858, intron 1 of 4)",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",11642,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15695370,15695816,447,"*","ZF27_neurog2_peak_895",38,".",5.65807,7.82968,3.87359,38,"Intron (ENSMUST00000162113.1/75858, intron 1 of 4)",5,15680710,15714596,33887,1,"75858","ENSMUST00000162113.1",14660,"ENSMUSG00000089871","Speer4cos","spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript"
"chr5",15697997,15698280,284,"*","ZF27_neurog2_peak_896",63,".",7.07258,10.5539,6.39365,167,"Intron (ENSMUST00000162113.1/75858, intron 1 of 4)",5,15709501,15714236,4736,2,"100502967","ENSMUST00000095005.11",15956,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",15707221,15707487,267,"*","ZF27_neurog2_peak_897",38,".",5.65807,7.82968,3.87359,153,"Intron (ENSMUST00000162113.1/75858, intron 3 of 4)",5,15709501,15714236,4736,2,"100502967","ENSMUST00000095005.11",6749,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",15710306,15710726,421,"*","ZF27_neurog2_peak_898",38,".",5.65807,7.82968,3.87359,308,"Intron (ENSMUST00000162113.1/75858, intron 3 of 4)",5,15709501,15714236,4736,2,"100502967","ENSMUST00000095005.11",3510,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",15712011,15712705,695,"*","ZF27_neurog2_peak_899",38,".",5.65807,7.82968,3.87359,173,"Promoter (1-2kb)",5,15709501,15714236,4736,2,"100502967","ENSMUST00000095005.11",1531,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",15713228,15713855,628,"*","ZF27_neurog2_peak_900",27,".",4.95081,6.54091,2.73004,410,"Promoter (<=1kb)",5,15709501,15714236,4736,2,"100502967","ENSMUST00000095005.11",381,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",15715353,15715745,393,"*","ZF27_neurog2_peak_901",38,".",5.65807,7.82968,3.87359,267,"Promoter (1-2kb)",5,15711557,15714271,2715,2,"100502967","ENSMUST00000179506.1",-1082,"ENSMUSG00000073208","Speer4c","spermatogenesis associated glutamate (E)-rich protein 4C"
"chr5",16238291,16238538,248,"*","ZF27_neurog2_peak_902",16,".",4.24355,5.30939,1.68841,60,"Intron (ENSMUST00000167946.8/12293, intron 6 of 38)",5,16325985,16329883,3899,1,"12293","ENSMUST00000200158.1",-87447,"ENSMUSG00000040118","Cacna2d1","calcium channel, voltage-dependent, alpha2/delta subunit 1"
"chr5",18823725,18823989,265,"*","ZF27_neurog2_peak_903",27,".",4.95081,6.54091,2.73004,32,"Distal Intergenic",5,19203293,19226168,22876,2,"70832","ENSMUST00000197496.1",402179,"ENSMUSG00000097626","4921504A21Rik","RIKEN cDNA 4921504A21 gene"
"chr5",22494450,22494708,259,"*","ZF27_neurog2_peak_904",27,".",4.95081,6.54091,2.73004,141,"Intron (ENSMUST00000135906.7/26429, intron 12 of 12)",5,22528321,22528719,399,2,"100042049","ENSMUST00000118224.1",34011,NA,"Gm15421","ribosomal protein L22 like 1 pseudogene"
"chr5",22495833,22496628,796,"*","ZF27_neurog2_peak_905",50,".",6.36532,9.16908,5.09929,451,"Intron (ENSMUST00000135906.7/26429, intron 12 of 12)",5,22528321,22528719,399,2,"100042049","ENSMUST00000118224.1",32091,NA,"Gm15421","ribosomal protein L22 like 1 pseudogene"
"chr5",24453043,24453898,856,"*","ZF27_neurog2_peak_906",167,".",12.0234,21.2333,16.7627,672,"Promoter (<=1kb)",5,24452334,24482328,29995,1,"213990","ENSMUST00000199647.1",709,"ENSMUSG00000023353","Agap3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
"chr5",25961437,25961735,299,"*","ZF27_neurog2_peak_907",27,".",4.95081,6.54091,2.73004,9,"Distal Intergenic",5,25948253,25954417,6165,2,"100862359","ENSMUST00000162387.5",-7020,"ENSMUSG00000095550","Gm21671","predicted gene, 21671"
"chr5",25974001,25974274,274,"*","ZF27_neurog2_peak_908",27,".",4.95081,6.54091,2.73004,98,"Distal Intergenic",5,25948253,25954417,6165,2,"100862359","ENSMUST00000162387.5",-19584,"ENSMUSG00000095550","Gm21671","predicted gene, 21671"
"chr5",33328949,33329200,252,"*","ZF27_neurog2_peak_909",16,".",4.24355,5.30939,1.68841,87,"Distal Intergenic",5,33335509,33373296,37788,1,"59003","ENSMUST00000114449.6",-6309,"ENSMUSG00000079562","Maea","macrophage erythroblast attacher"
"chr5",33658074,33658385,312,"*","ZF27_neurog2_peak_910",27,".",4.95081,6.54091,2.73004,292,"Promoter (<=1kb)",5,33658128,33672201,14074,1,"21335","ENSMUST00000074849.12",0,"ENSMUSG00000037313","Tacc3","transforming, acidic coiled-coil containing protein 3"
"chr5",34581565,34581812,248,"*","ZF27_neurog2_peak_911",16,".",4.24355,5.30939,1.68841,35,"Intron (ENSMUST00000114338.8/11518, intron 1 of 15)",5,34574151,34574213,63,1,"102466999","ENSMUST00000184791.1",7414,"ENSMUSG00000099082","Mir7036b","microRNA 7036b"
"chr5",36630466,36630765,300,"*","ZF27_neurog2_peak_912",285,".",16.9742,33.1595,28.5569,158,"Intron (ENSMUST00000031091.12/320661, intron 2 of 8)",5,36615956,36621255,5300,2,"320661","ENSMUST00000150088.4",-9211,"ENSMUSG00000029190","D5Ertd579e","DNA segment, Chr 5, ERATO Doi 579, expressed"
"chr5",36661016,36661647,632,"*","ZF27_neurog2_peak_913",136,".",10.6089,18.0313,13.6208,135,"Intron (ENSMUST00000031091.12/320661, intron 2 of 8)",5,36600485,36695937,95453,2,"320661","ENSMUST00000031091.12",34290,"ENSMUSG00000029190","D5Ertd579e","DNA segment, Chr 5, ERATO Doi 579, expressed"
"chr5",44080427,44081222,796,"*","ZF27_neurog2_peak_914",321,".",18.3887,36.7391,32.1096,229,"Intron (ENSMUST00000074113.12/19126, intron 2 of 27)",5,44047593,44067685,20093,2,"19126","ENSMUST00000195942.1",-12742,"ENSMUSG00000029086","Prom1","prominin 1"
"chr5",44928644,44928898,255,"*","ZF27_neurog2_peak_915",38,".",5.65807,7.82968,3.87359,245,"Distal Intergenic",5,44966200,44978805,12606,1,"75783","ENSMUST00000199309.4",-37302,"ENSMUSG00000062496","4930431F12Rik","RIKEN cDNA 4930431F12 gene"
"chr5",48417630,48417998,369,"*","ZF27_neurog2_peak_916",16,".",4.24355,5.30939,1.68841,86,"Intron (ENSMUST00000166924.7/80334, intron 3 of 7)",5,48396664,48414294,17631,1,"70592","ENSMUST00000199818.1",20966,"ENSMUSG00000029089","5730480H06Rik","RIKEN cDNA 5730480H06 gene"
"chr5",52238973,52239335,363,"*","ZF27_neurog2_peak_917",27,".",4.95081,6.54091,2.73004,180,"Intron (ENSMUST00000199805.4/414108, intron 3 of 3)",5,52199984,52216434,16451,2,"414111","ENSMUST00000197171.1",-22539,"ENSMUSG00000106464","C130083M11Rik","RIKEN cDNA C130083M11 gene"
