"seqnames","start","end","width","strand","V4.name","V5.score","V6.strand","V7.signalValue","V8.pValue","V9.qValue","V10.peak","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr4",87570399,87570929,531,"*","ZF11_Nfiabx_peak_4181",53,".",5.56978,8.70334,5.39692,383,"Distal Intergenic",4,87773953,87806294,32342,2,"70122","ENSMUST00000148059.1",235365,"ENSMUSG00000028496","Mllt3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
"chr4",87650793,87651336,544,"*","ZF11_Nfiabx_peak_4182",44,".",5.14134,7.71111,4.48386,363,"Distal Intergenic",4,87773953,87806294,32342,2,"70122","ENSMUST00000148059.1",154958,"ENSMUSG00000028496","Mllt3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3"
"chr4",88722288,88722742,455,"*","ZF11_Nfiabx_peak_4183",27,".",4.28445,5.832,2.78434,201,"Promoter (<=1kb)",4,88718292,88722465,4174,2,"242521","ENSMUST00000094993.2",0,"ENSMUSG00000070923","Klhl9","kelch-like 9"
"chr4",88773688,88773895,208,"*","ZF11_Nfiabx_peak_4184",27,".",4.28445,5.832,2.78434,214,"Promoter (<=1kb)",4,88773834,88774801,968,1,"545647","ENSMUST00000177806.1",0,"ENSMUSG00000096582","Gm13289","predicted gene 13289"
"chr4",88776662,88776938,277,"*","ZF11_Nfiabx_peak_4185",53,".",5.56978,8.70334,5.39692,105,"Promoter (<=1kb)",4,88776922,88777470,549,1,"545654","ENSMUST00000179158.1",0,"ENSMUSG00000095101","Gm13285","predicted gene 13285"
"chr4",88791084,88791455,372,"*","ZF11_Nfiabx_peak_4187",63,".",5.99823,9.72728,6.34853,274,"Promoter (<=1kb)",4,88791550,88792098,549,1,"545654","ENSMUST00000177771.2",-95,"ENSMUSG00000095101","Gm13285","predicted gene 13285"
"chr4",88797001,88797305,305,"*","ZF11_Nfiabx_peak_4188",53,".",5.56978,8.70334,5.39692,196,"Promoter (<=1kb)",4,88797397,88797945,549,1,"545654","ENSMUST00000178602.2",-92,"ENSMUSG00000095101","Gm13285","predicted gene 13285"
"chr4",94603290,94603690,401,"*","ZF11_Nfiabx_peak_4191",44,".",5.14134,7.71111,4.48386,45,"Promoter (<=1kb)",4,94569167,94603244,34078,2,"18786","ENSMUST00000107107.8",-46,"ENSMUSG00000028577","Plaa","phospholipase A2, activating protein"
"chr4",96718773,96720153,1381,"*","ZF11_Nfiabx_peak_4198",498,".",20.1369,54.0971,49.8293,841,"Distal Intergenic",4,96628773,96664154,35382,2,"13109","ENSMUST00000030299.7",-54619,"ENSMUSG00000052520","Cyp2j5","cytochrome P450, family 2, subfamily j, polypeptide 5"
"chr4",97618839,97619122,284,"*","ZF11_Nfiabx_peak_4199",44,".",5.14134,7.71111,4.48386,96,"Intron (ENSMUST00000146447.7/319865, intron 3 of 5)",4,97568133,97584636,16504,2,"319865","ENSMUST00000147925.7",-34203,NA,"E130114P18Rik","RIKEN cDNA E130114P18 gene"
"chr4",97648986,97649782,797,"*","ZF11_Nfiabx_peak_4200",83,".",6.85512,11.8621,8.35364,346,"Intron (ENSMUST00000146447.7/319865, intron 3 of 5)",4,97569190,97690736,121547,2,"319865","ENSMUST00000186369.1",40954,NA,"E130114P18Rik","RIKEN cDNA E130114P18 gene"
"chr4",97785719,97786042,324,"*","ZF11_Nfiabx_peak_4202",94,".",7.28356,12.9693,9.40496,153,"Intron (ENSMUST00000152023.7/18027, intron 2 of 3)",4,97568133,97778048,209916,2,"319865","ENSMUST00000146447.7",-7671,NA,"E130114P18Rik","RIKEN cDNA E130114P18 gene"
"chr4",97868613,97869574,962,"*","ZF11_Nfiabx_peak_4203",498,".",20.1369,54.0971,49.8293,602,"Intron (ENSMUST00000152023.7/18027, intron 2 of 3)",4,97880119,98065355,185237,1,"18027","ENSMUST00000148930.2",-10545,"ENSMUSG00000028565","Nfia","nuclear factor I/A"
"chr4",98322097,98322362,266,"*","ZF11_Nfiabx_peak_4204",73,".",6.42667,10.7808,7.3344,157,"Exon (ENSMUST00000131324.1/ENSMUST00000131324.1, exon 2 of 2)",4,98355370,98375028,19659,2,"94043","ENSMUST00000125034.1",52666,"ENSMUSG00000028563","Tm2d1","TM2 domain containing 1"
"chr4",101356335,101356748,414,"*","ZF11_Nfiabx_peak_4208",127,".",8.5689,16.4338,12.7248,348,"Promoter (<=1kb)",4,101346531,101356248,9718,2,"77866","ENSMUST00000144604.1",-87,"ENSMUSG00000086782","E130102H24Rik","RIKEN cDNA E130102H24 gene"
"chr4",102439294,102439714,421,"*","ZF11_Nfiabx_peak_4211",53,".",5.56978,8.70334,5.39692,305,"Intron (ENSMUST00000106911.7/18578, intron 3 of 16)",4,102430047,102542510,112464,1,"18578","ENSMUST00000172616.1",9247,"ENSMUSG00000028525","Pde4b","phosphodiesterase 4B, cAMP specific"
"chr4",104642687,104643244,558,"*","ZF11_Nfiabx_peak_4218",73,".",6.42667,10.7808,7.3344,499,"Intron (ENSMUST00000106827.7/13131, intron 6 of 9)",4,104605296,104713800,108505,1,"13131","ENSMUST00000149672.1",37391,"ENSMUSG00000028519","Dab1","disabled 1"
"chr4",105170573,105171405,833,"*","ZF11_Nfiabx_peak_4220",83,".",6.85512,11.8621,8.35364,422,"Intron (ENSMUST00000064139.7/67916, intron 1 of 5)",4,105157347,105232764,75418,1,"67916","ENSMUST00000064139.7",13226,"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3"
"chr4",105175313,105175877,565,"*","ZF11_Nfiabx_peak_4221",292,".",14.1387,33.3703,29.2935,296,"Intron (ENSMUST00000064139.7/67916, intron 1 of 5)",4,105157347,105232764,75418,1,"67916","ENSMUST00000064139.7",17966,"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3"
"chr4",105180829,105181583,755,"*","ZF11_Nfiabx_peak_4222",138,".",8.99734,17.6322,13.8819,364,"Intron (ENSMUST00000064139.7/67916, intron 1 of 5)",4,105157347,105232764,75418,1,"67916","ENSMUST00000064139.7",23482,"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3"
"chr4",106256137,106256622,486,"*","ZF11_Nfiabx_peak_4224",44,".",5.14134,7.71111,4.48386,70,"Intron (ENSMUST00000140196.1/105244641, intron 2 of 4)",4,106241216,106290026,48811,1,"105244641","ENSMUST00000140196.1",14921,NA,"Gm12724","predicted gene 12724"
"chr4",106778301,106778965,665,"*","ZF11_Nfiabx_peak_4225",265,".",13.2818,30.5958,26.5588,455,"Intron (ENSMUST00000102762.9/329910, intron 1 of 15)",4,106747391,106771556,24166,2,"329910","ENSMUST00000140541.7",-6745,"ENSMUSG00000034853","Acot11","acyl-CoA thioesterase 11"
"chr4",106785891,106786231,341,"*","ZF11_Nfiabx_peak_4226",104,".",7.71201,14.1013,10.4844,210,"Intron (ENSMUST00000102762.9/329910, intron 1 of 15)",4,106763406,106799790,36385,2,"329910","ENSMUST00000145061.7",13559,"ENSMUSG00000034853","Acot11","acyl-CoA thioesterase 11"
"chr4",106799413,106800335,923,"*","ZF11_Nfiabx_peak_4227",94,".",7.28356,12.9693,9.40496,684,"Promoter (<=1kb)",4,106744555,106799846,55292,2,"329910","ENSMUST00000102762.9",0,"ENSMUSG00000034853","Acot11","acyl-CoA thioesterase 11"
"chr4",106921883,106922189,307,"*","ZF11_Nfiabx_peak_4230",53,".",5.56978,8.70334,5.39692,73,"Promoter (<=1kb)",4,106923185,107031021,107837,1,"72475","ENSMUST00000148842.7",-996,"ENSMUSG00000061887","Ssbp3","single-stranded DNA binding protein 3"
"chr4",107828705,107829057,353,"*","ZF11_Nfiabx_peak_4233",225,".",11.9965,26.5385,22.5691,183,"Promoter (1-2kb)",4,107830965,107837221,6257,1,"16975","ENSMUST00000145832.1",-1908,"ENSMUSG00000028613","Lrp8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
"chr4",108328104,108328378,275,"*","ZF11_Nfiabx_peak_4234",252,".",12.8533,29.229,25.213,183,"Promoter (<=1kb)",4,108328140,108341544,13405,1,"69893","ENSMUST00000131656.1",0,"ENSMUSG00000048351","Coa7","cytochrome c oxidase assembly factor 7"
"chr4",108833944,108834472,529,"*","ZF11_Nfiabx_peak_4235",44,".",5.14134,7.71111,4.48386,102,"Promoter (<=1kb)",4,108834601,108862127,27527,1,"66073","ENSMUST00000030296.8",-129,"ENSMUSG00000028567","Txndc12","thioredoxin domain containing 12 (endoplasmic reticulum)"
"chr4",109000265,109000641,377,"*","ZF11_Nfiabx_peak_4236",53,".",5.56978,8.70334,5.39692,344,"Promoter (<=1kb)",4,109000655,109061777,61123,1,"230598","ENSMUST00000065977.10",-14,"ENSMUSG00000053510","Nrdc","nardilysin convertase"
"chr4",109224808,109225792,985,"*","ZF11_Nfiabx_peak_4237",150,".",9.42579,18.8507,15.0624,511,"Distal Intergenic",4,109234485,109254251,19767,1,"108802","ENSMUST00000106629.7",-8693,"ENSMUSG00000028558","Calr4","calreticulin 4"
"chr4",109676309,109676744,436,"*","ZF11_Nfiabx_peak_4238",36,".",4.71289,6.75304,3.61141,124,"Promoter (<=1kb)",4,109676588,109963960,287373,1,"14084","ENSMUST00000102724.4",0,"ENSMUSG00000010517","Faf1","Fas-associated factor 1"
"chr4",111597292,111597741,450,"*","ZF11_Nfiabx_peak_4239",36,".",4.71289,6.75304,3.61141,369,"Intron (ENSMUST00000106592.7/78933, intron 9 of 12)",4,111566725,111657507,90783,1,"78933","ENSMUST00000142460.1",30567,"ENSMUSG00000061298","Agbl4","ATP/GTP binding protein-like 4"
"chr4",111664139,111664566,428,"*","ZF11_Nfiabx_peak_4240",36,".",4.71289,6.75304,3.61141,52,"3' UTR",4,111719984,111829142,109159,1,"67946","ENSMUST00000038868.13",-55418,"ENSMUSG00000034401","Spata6","spermatogenesis associated 6"
"chr4",115737501,115737935,435,"*","ZF11_Nfiabx_peak_4241",53,".",5.56978,8.70334,5.39692,96,"Promoter (<=1kb)",4,115737744,115774435,36692,1,"230648","ENSMUST00000106525.8",0,"ENSMUSG00000034210","Efcab14","EF-hand calcium binding domain 14"
"chr4",116075091,116075355,265,"*","ZF11_Nfiabx_peak_4242",225,".",11.9965,26.5385,22.5691,145,"Promoter (<=1kb)",4,116075269,116097043,21775,1,"230654","ENSMUST00000030471.8",0,"ENSMUSG00000028703","Lrrc41","leucine rich repeat containing 41"
"chr4",116143246,116143619,374,"*","ZF11_Nfiabx_peak_4243",187,".",10.7111,22.6181,18.732,211,"Promoter (<=1kb)",4,116132406,116144609,12204,2,"68075","ENSMUST00000030469.4",990,"ENSMUSG00000028701","Lurap1","leucine rich adaptor protein 1"
"chr4",116220913,116221800,888,"*","ZF11_Nfiabx_peak_4244",1032,".",33.8471,107.636,103.205,559,"Promoter (<=1kb)",4,116221618,116259576,37959,1,"18710","ENSMUST00000147292.7",0,"ENSMUSG00000028698","Pik3r3","phosphoinositide-3-kinase regulatory subunit 3"
"chr4",117651406,117651995,590,"*","ZF11_Nfiabx_peak_4248",115,".",8.14045,15.2565,11.5908,404,"Intron (ENSMUST00000037127.14/140546, intron 8 of 8)",4,117637338,117674281,36944,1,"140546","ENSMUST00000134379.1",14068,"ENSMUSG00000033423","Eri3","exoribonuclease 3"
"chr4",117665477,117665704,228,"*","ZF11_Nfiabx_peak_4250",127,".",8.5689,16.4338,12.7248,140,"Intron (ENSMUST00000037127.14/140546, intron 8 of 8)",4,117674686,117681983,7298,2,"66233","ENSMUST00000129510.1",16279,"ENSMUSG00000009640","Dmap1","DNA methyltransferase 1-associated protein 1"
"chr4",117836310,117836685,376,"*","ZF11_Nfiabx_peak_4251",94,".",7.28356,12.9693,9.40496,276,"Promoter (<=1kb)",4,117835438,117857171,21734,1,"14664","ENSMUST00000136476.1",872,"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
"chr4",117846986,117847506,521,"*","ZF11_Nfiabx_peak_4252",115,".",8.14045,15.2565,11.5908,166,"Promoter (1-2kb)",4,117849193,117864004,14812,1,"14664","ENSMUST00000132043.8",-1687,"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
"chr4",117854995,117855591,597,"*","ZF11_Nfiabx_peak_4253",94,".",7.28356,12.9693,9.40496,369,"Promoter (<=1kb)",4,117855492,117857427,1936,1,"14664","ENSMUST00000123994.2",0,"ENSMUSG00000028542","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
"chr4",118031307,118031506,200,"*","ZF11_Nfiabx_peak_4254",53,".",5.56978,8.70334,5.39692,89,"Promoter (<=1kb)",4,117940354,118031882,91529,2,"20441","ENSMUST00000138274.7",376,"ENSMUSG00000028538","St3gal3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"chr4",118179732,118180250,519,"*","ZF11_Nfiabx_peak_4256",320,".",14.9956,36.1965,32.0834,243,"Promoter (<=1kb)",4,118136957,118180043,43087,2,"230674","ENSMUST00000106406.8",0,"ENSMUSG00000033326","Kdm4a","lysine (K)-specific demethylase 4A"
"chr4",118276287,118276586,300,"*","ZF11_Nfiabx_peak_4257",73,".",6.42667,10.7808,7.3344,245,"Intron (ENSMUST00000049074.12/19268, intron 3 of 32)",4,118236373,118291274,54902,2,"19268","ENSMUST00000222620.1",14688,"ENSMUSG00000033295","Ptprf","protein tyrosine phosphatase receptor type F"
"chr4",118547218,118548694,1477,"*","ZF11_Nfiabx_peak_4258",437,".",18.4231,47.9651,43.7418,1053,"Distal Intergenic",4,118541859,118544044,2186,2,"230678","ENSMUST00000128098.7",-3174,"ENSMUSG00000050854","Tmem125","transmembrane protein 125"
"chr4",119082798,119083065,268,"*","ZF11_Nfiabx_peak_4259",73,".",6.42667,10.7808,7.3344,147,"Distal Intergenic",4,119054790,119069111,14322,2,"433751","ENSMUST00000128998.1",-13687,"ENSMUSG00000066060","Gm12866","predicted gene 12866"
"chr4",119108774,119109099,326,"*","ZF11_Nfiabx_peak_4260",63,".",5.99823,9.72728,6.34853,260,"Promoter (<=1kb)",4,119108804,119132600,23797,1,"20525","ENSMUST00000134105.7",0,"ENSMUSG00000028645","Slc2a1","solute carrier family 2 (facilitated glucose transporter), member 1"
"chr4",119174018,119174320,303,"*","ZF11_Nfiabx_peak_4261",53,".",5.56978,8.70334,5.39692,229,"Promoter (<=1kb)",4,119169513,119174195,4683,2,"195522","ENSMUST00000106355.4",0,"ENSMUSG00000045268","Zfp691","zinc finger protein 691"
"chr4",119931864,119932368,505,"*","ZF11_Nfiabx_peak_4266",36,".",4.71289,6.75304,3.61141,139,"Intron (ENSMUST00000143837.1/16656, intron 1 of 1)",4,120032766,120065063,32298,1,"16656","ENSMUST00000227491.1",-100398,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"chr4",119937782,119938267,486,"*","ZF11_Nfiabx_peak_4267",53,".",5.56978,8.70334,5.39692,359,"Intron (ENSMUST00000143837.1/16656, intron 1 of 1)",4,120032766,120065063,32298,1,"16656","ENSMUST00000227491.1",-94499,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"chr4",120074223,120074615,393,"*","ZF11_Nfiabx_peak_4268",83,".",6.85512,11.8621,8.35364,287,"Intron (ENSMUST00000106307.8/16656, intron 3 of 8)",4,120064996,120093973,28978,1,"16656","ENSMUST00000226560.1",9227,"ENSMUSG00000028634","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"chr4",120225149,120225622,474,"*","ZF11_Nfiabx_peak_4271",320,".",14.9956,36.1965,32.0834,307,"Distal Intergenic",4,120267079,120287349,20271,2,"329934","ENSMUST00000102656.3",61727,"ENSMUSG00000052135","Foxo6","forkhead box O6"
"chr4",120248805,120249421,617,"*","ZF11_Nfiabx_peak_4272",127,".",8.5689,16.4338,12.7248,127,"Distal Intergenic",4,120267079,120287349,20271,2,"329934","ENSMUST00000102656.3",37928,"ENSMUSG00000052135","Foxo6","forkhead box O6"
"chr4",120570003,120570578,576,"*","ZF11_Nfiabx_peak_4275",162,".",9.85423,20.0883,16.2653,121,"Promoter (<=1kb)",4,120539868,120570276,30409,2,"51797","ENSMUST00000030381.7",0,"ENSMUSG00000028633","Ctps1","cytidine 5'-triphosphate synthase 1"
"chr4",120824952,120825742,791,"*","ZF11_Nfiabx_peak_4276",53,".",5.56978,8.70334,5.39692,546,"Promoter (<=1kb)",4,120757438,120825706,68269,2,"18046","ENSMUST00000043429.11",0,"ENSMUSG00000032897","Nfyc","nuclear transcription factor-Y gamma"
"chr4",123248933,123249598,666,"*","ZF11_Nfiabx_peak_4279",104,".",7.71201,14.1013,10.4844,460,"3' UTR",4,123239757,123245989,6233,1,"56198","ENSMUST00000127172.1",9176,"ENSMUSG00000032744","Heyl","hairy/enhancer-of-split related with YRPW motif-like"
"chr4",123677040,123677655,616,"*","ZF11_Nfiabx_peak_4281",44,".",5.14134,7.71111,4.48386,430,"Intron (ENSMUST00000097897.10/11426, intron 1 of 97)",4,123349633,123684360,334728,2,"11426","ENSMUST00000097897.10",6705,"ENSMUSG00000028649","Macf1","microtubule-actin crosslinking factor 1"
"chr4",123917092,123917487,396,"*","ZF11_Nfiabx_peak_4282",53,".",5.56978,8.70334,5.39692,251,"Promoter (<=1kb)",4,123917446,123936997,19552,1,"54170","ENSMUST00000030399.6",0,"ENSMUSG00000028646","Rragc","Ras-related GTP binding C"
"chr4",124277015,124277304,290,"*","ZF11_Nfiabx_peak_4285",44,".",5.14134,7.71111,4.48386,128,"Distal Intergenic",4,124450235,124451285,1051,2,"78460","ENSMUST00000156566.1",173981,NA,"1700057H15Rik","RIKEN cDNA 1700057H15 gene"
"chr4",124802144,124802472,329,"*","ZF11_Nfiabx_peak_4287",27,".",4.28445,5.832,2.78434,79,"Promoter (<=1kb)",4,124802104,124849379,47276,1,"17764","ENSMUST00000106193.7",40,"ENSMUSG00000028890","Mtf1","metal response element binding transcription factor 1"
"chr4",125115861,125116385,525,"*","ZF11_Nfiabx_peak_4289",138,".",8.99734,17.6322,13.8819,183,"Distal Intergenic",4,125120094,125122520,2427,2,"230738","ENSMUST00000131685.1",6135,"ENSMUSG00000042677","Zc3h12a","zinc finger CCCH type containing 12A"
"chr4",125144505,125145203,699,"*","ZF11_Nfiabx_peak_4290",212,".",11.568,25.2158,21.2721,492,"Distal Intergenic",4,125118423,125127840,9418,2,"230738","ENSMUST00000036188.7",-16665,"ENSMUSG00000042677","Zc3h12a","zinc finger CCCH type containing 12A"
"chr4",126062633,126062935,303,"*","ZF11_Nfiabx_peak_4293",83,".",6.85512,11.8621,8.35364,103,"Intron (ENSMUST00000035497.4/230751, intron 1 of 9)",4,126058604,126088664,30061,1,"230751","ENSMUST00000143712.2",4029,"ENSMUSG00000042616","Oscp1","organic solute carrier partner 1"
"chr4",126103233,126103662,430,"*","ZF11_Nfiabx_peak_4294",63,".",5.99823,9.72728,6.34853,85,"Promoter (<=1kb)",4,126103957,126141028,37072,1,"74178","ENSMUST00000116286.8",-295,"ENSMUSG00000042608","Stk40","serine/threonine kinase 40"
"chr4",126202403,126203007,605,"*","ZF11_Nfiabx_peak_4295",73,".",6.42667,10.7808,7.3344,445,"Promoter (<=1kb)",4,126164082,126202760,38679,2,"230753","ENSMUST00000080919.11",0,"ENSMUSG00000043962","Thrap3","thyroid hormone receptor associated protein 3"
"chr4",126256289,126256624,336,"*","ZF11_Nfiabx_peak_4297",127,".",8.5689,16.4338,12.7248,168,"Promoter (<=1kb)",4,126232167,126256343,24177,2,"245877","ENSMUST00000106132.2",0,"ENSMUSG00000028849","Map7d1","MAP7 domain containing 1"
"chr4",126753447,126754034,588,"*","ZF11_Nfiabx_peak_4298",73,".",6.42667,10.7808,7.3344,122,"Promoter (<=1kb)",4,126753544,126791894,38351,1,"100317","ENSMUST00000148935.7",0,"ENSMUSG00000028830","AU040320","expressed sequence AU040320"
"chr4",127077075,127077341,267,"*","ZF11_Nfiabx_peak_4299",265,".",13.2818,30.5958,26.5588,132,"Promoter (<=1kb)",4,127077383,127124370,46988,1,"100177","ENSMUST00000046751.12",-42,"ENSMUSG00000042408","Zmym6","zinc finger, MYM-type 6"
"chr4",129020532,129020876,345,"*","ZF11_Nfiabx_peak_4301",94,".",7.28356,12.9693,9.40496,195,"Distal Intergenic",4,128993353,129008229,14877,1,"11637","ENSMUST00000152762.1",27179,"ENSMUSG00000028792","Ak2","adenylate kinase 2"
"chr4",129189241,129190081,841,"*","ZF11_Nfiabx_peak_4304",150,".",9.42579,18.8507,15.0624,587,"Promoter (<=1kb)",4,129189760,129219607,29848,1,"107271","ENSMUST00000106054.2",0,"ENSMUSG00000028811","Yars1","tyrosyl-tRNA synthetase 1"
"chr4",129461192,129461552,361,"*","ZF11_Nfiabx_peak_4306",73,".",6.42667,10.7808,7.3344,319,"Promoter (<=1kb)",4,129461581,129488498,26918,1,"100383","ENSMUST00000048162.9",-29,"ENSMUSG00000040859","Bsdc1","BSD domain containing 1"
"chr4",129959703,129960714,1012,"*","ZF11_Nfiabx_peak_4310",150,".",9.42579,18.8507,15.0624,823,"Promoter (<=1kb)",4,129960374,129963520,3147,1,"72225","ENSMUST00000147634.7",0,"ENSMUSG00000085389","1700003M07Rik","RIKEN cDNA 1700003M07 gene"
"chr4",130075223,130075441,219,"*","ZF11_Nfiabx_peak_4312",36,".",4.71289,6.75304,3.61141,161,"Promoter (1-2kb)",4,130077043,130080208,3166,1,"107581","ENSMUST00000151541.7",-1602,"ENSMUSG00000040690","Col16a1","collagen, type XVI, alpha 1"
"chr4",130804902,130805473,572,"*","ZF11_Nfiabx_peak_4314",127,".",8.5689,16.4338,12.7248,168,"Intron (ENSMUST00000070478.3/20970, intron 1 of 4)",4,130811938,130819059,7122,1,"20970","ENSMUST00000152591.7",-6465,"ENSMUSG00000025743","Sdc3","syndecan 3"
"chr4",130811119,130811546,428,"*","ZF11_Nfiabx_peak_4315",73,".",6.42667,10.7808,7.3344,316,"Promoter (<=1kb)",4,130811938,130819059,7122,1,"20970","ENSMUST00000152591.7",-392,"ENSMUSG00000025743","Sdc3","syndecan 3"
"chr4",132422098,132422865,768,"*","ZF11_Nfiabx_peak_4317",94,".",7.28356,12.9693,9.40496,517,"Promoter (<=1kb)",4,132355923,132422489,66567,2,"100169","ENSMUST00000102568.9",0,"ENSMUSG00000066043","Phactr4","phosphatase and actin regulator 4"
"chr4",133012847,133013869,1023,"*","ZF11_Nfiabx_peak_4319",150,".",9.42579,18.8507,15.0624,547,"Promoter (<=1kb)",4,133012204,133077645,65442,1,"230793","ENSMUST00000044521.13",643,"ENSMUSG00000037692","Ahdc1","AT hook, DNA binding motif, containing 1"
"chr4",133074241,133075018,778,"*","ZF11_Nfiabx_peak_4320",83,".",6.85512,11.8621,8.35364,113,"Intron (ENSMUST00000105915.7/230793, intron 6 of 6)",4,133066249,133072063,5815,1,"230793","ENSMUST00000148518.1",7992,"ENSMUSG00000037692","Ahdc1","AT hook, DNA binding motif, containing 1"
"chr4",133117787,133118125,339,"*","ZF11_Nfiabx_peak_4321",73,".",6.42667,10.7808,7.3344,127,"Distal Intergenic",4,133130505,133199756,69252,1,"242687","ENSMUST00000084241.11",-12380,"ENSMUSG00000028868","Wasf2","WASP family, member 2"
"chr4",133660350,133660707,358,"*","ZF11_Nfiabx_peak_4322",150,".",9.42579,18.8507,15.0624,399,"3' UTR",4,133627277,133650154,22878,2,"503610","ENSMUST00000146464.1",-10196,"ENSMUSG00000037553","Zdhhc18","zinc finger, DHHC domain containing 18"
"chr4",133813560,133814597,1038,"*","ZF11_Nfiabx_peak_4326",73,".",6.42667,10.7808,7.3344,510,"Distal Intergenic",4,133850557,133860930,10374,2,"20111","ENSMUST00000173989.7",46333,"ENSMUSG00000003644","Rps6ka1","ribosomal protein S6 kinase polypeptide 1"
"chr4",134186863,134187113,251,"*","ZF11_Nfiabx_peak_4327",44,".",5.14134,7.71111,4.48386,54,"Promoter (<=1kb)",4,134129858,134187112,57255,2,"70012","ENSMUST00000040271.11",0,"ENSMUSG00000037443","Cep85","centrosomal protein 85"
"chr4",134535078,134535370,293,"*","ZF11_Nfiabx_peak_4329",63,".",5.99823,9.72728,6.34853,165,"Promoter (<=1kb)",4,134525550,134535268,9719,2,"76824","ENSMUST00000102550.9",0,"ENSMUSG00000046671","Mtfr1l","mitochondrial fission regulator 1-like"
"chr4",135282899,135283463,565,"*","ZF11_Nfiabx_peak_4335",252,".",12.8533,29.229,25.213,328,"Distal Intergenic",4,135223464,135272814,49351,2,"29876","ENSMUST00000143370.1",-10085,"ENSMUSG00000037242","Clic4","chloride intracellular channel 4"
"chr4",136094731,136095385,655,"*","ZF11_Nfiabx_peak_4339",104,".",7.71201,14.1013,10.4844,112,"Distal Intergenic",4,136051241,136053428,2188,2,"67025","ENSMUST00000128733.1",-41303,"ENSMUSG00000059291","Rpl11","ribosomal protein L11"
"chr4",136285524,136286190,667,"*","ZF11_Nfiabx_peak_4341",225,".",11.9965,26.5385,22.5691,256,"Promoter (<=1kb)",4,136286067,136293942,7876,1,"22704","ENSMUST00000069195.4",0,"ENSMUSG00000051351","Zfp46","zinc finger protein 46"
"chr4",136310516,136310869,354,"*","ZF11_Nfiabx_peak_4342",53,".",5.56978,8.70334,5.39692,352,"Promoter (<=1kb)",4,136310942,136340681,29740,1,"74326","ENSMUST00000131671.7",-73,"ENSMUSG00000066037","Hnrnpr","heterogeneous nuclear ribonucleoprotein R"
"chr4",136716596,136716890,295,"*","ZF11_Nfiabx_peak_4343",83,".",6.85512,11.8621,8.35364,88,"Intron (ENSMUST00000105845.8/13844, intron 3 of 15)",4,136661463,136694040,32578,2,"13844","ENSMUST00000156558.1",-22556,"ENSMUSG00000028664","Ephb2","Eph receptor B2"
"chr4",137593740,137594063,324,"*","ZF11_Nfiabx_peak_4344",320,".",14.9956,36.1965,32.0834,106,"Promoter (<=1kb)",4,137593755,137605908,12154,1,"170707","ENSMUST00000153100.7",0,"ENSMUSG00000043411","Usp48","ubiquitin specific peptidase 48"
"chr4",137681482,137681853,372,"*","ZF11_Nfiabx_peak_4345",127,".",8.5689,16.4338,12.7248,78,"Promoter (<=1kb)",4,137681667,137729860,48194,1,"110351","ENSMUST00000047243.11",0,"ENSMUSG00000041351","Rap1gap","Rap1 GTPase-activating protein"
"chr4",137744691,137745074,384,"*","ZF11_Nfiabx_peak_4346",53,".",5.56978,8.70334,5.39692,63,"Promoter (2-3kb)",4,137746420,137747147,728,2,"11647","ENSMUST00000141451.1",2073,"ENSMUSG00000028766","Alpl","alkaline phosphatase, liver/bone/kidney"
"chr4",137765545,137765992,448,"*","ZF11_Nfiabx_peak_4347",94,".",7.28356,12.9693,9.40496,305,"Promoter (<=1kb)",4,137752552,137766475,13924,2,"11647","ENSMUST00000139951.7",483,"ENSMUSG00000028766","Alpl","alkaline phosphatase, liver/bone/kidney"
"chr4",137891537,137892262,726,"*","ZF11_Nfiabx_peak_4348",104,".",7.71201,14.1013,10.4844,269,"Intron (ENSMUST00000102518.9/230857, intron 1 of 19)",4,137913471,137935387,21917,1,"230857","ENSMUST00000151110.3",-21209,"ENSMUSG00000057530","Ece1","endothelin converting enzyme 1"
"chr4",137977625,137978120,496,"*","ZF11_Nfiabx_peak_4350",63,".",5.99823,9.72728,6.34853,143,"Distal Intergenic",4,137993022,138105419,112398,1,"230861","ENSMUST00000139759.7",-14902,"ENSMUSG00000028760","Eif4g3","eukaryotic translation initiation factor 4 gamma, 3"
